,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2235,2023,SE,FT,Decision Scientist,185900,USD,185900,US,0,US,M
2237,2023,SE,FT,Data Analyst,179975,USD,179975,US,100,US,M
2238,2024,MI,FT,Data Engineer,96000,USD,96000,US,0,US,M
2240,2024,MI,FT,Data Scientist,73000,USD,73000,US,0,US,M
2241,2023,EX,FT,Data Engineer,116704,USD,116704,US,100,US,M
2242,2023,SE,FT,Data Manager,199000,USD,199000,US,0,US,M
2244,2023,SE,FT,Data Scientist,258700,USD,258700,US,0,US,M
2245,2023,SE,FT,Machine Learning Engineer,166000,USD,166000,US,0,US,M
2247,2023,SE,FT,Data Engineer,134000,USD,134000,US,100,US,M
2248,2024,SE,FT,Research Scientist,190000,USD,190000,US,0,US,M
2249,2023,SE,FT,Research Scientist,300000,USD,300000,US,0,US,M
2250,2023,EN,FT,Business Data Analyst,20000,EUR,21593,ES,0,ES,M
2251,2024,SE,FT,Data Science,270250,USD,270250,US,0,US,M
2252,2023,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M
2253,2024,MI,FT,Data Engineer,159000,USD,159000,US,0,US,M
2254,2024,EN,FT,Data Analyst,35000,GBP,43750,GB,100,GB,M
2255,2023,SE,FT,Data Scientist,178538,USD,178538,US,100,US,M
2256,2023,EN,FT,Data Integration Specialist,46400,USD,46400,US,100,US,M
2257,2023,EN,FT,Research Analyst,64000,USD,64000,US,100,US,M
2258,2023,SE,FT,Analytics Engineer,134000,USD,134000,US,100,US,M
2259,2023,SE,FT,Analytics Engineer,125000,USD,125000,US,100,US,M
2261,2024,SE,FT,Data Engineer,220000,USD,220000,CA,0,CA,M
2262,2024,MI,FT,Business Intelligence,124000,USD,124000,US,100,US,M
2263,2023,SE,FT,Data Analyst,161500,USD,161500,US,100,US,M
2264,2023,SE,FT,Data Scientist,268000,USD,268000,US,0,US,M
2265,2023,SE,FT,Data Analyst,149500,USD,149500,US,100,US,M
2267,2023,SE,FT,Data Scientist,267100,USD,267100,US,100,US,M
2268,2023,SE,FT,Data Scientist,225000,USD,225000,US,100,US,M
2269,2023,MI,FT,Data Analyst,112000,USD,112000,US,0,US,M
2270,2022,SE,FT,ML Engineer,235000,USD,235000,US,100,US,M
2271,2024,SE,FT,Data Scientist,185000,USD,185000,US,0,US,M
2272,2024,SE,FT,Data Engineer,117000,USD,117000,US,0,US,M
2273,2023,SE,FT,Analytics Engineer,110000,USD,110000,US,100,US,M
2274,2024,MI,FT,Data Analyst,65000,USD,65000,US,0,US,M
2275,2023,EN,FT,Data Engineer,130002,USD,130002,US,100,US,M
2276,2022,MI,FT,Data Analyst,124000,USD,124000,US,0,US,M
2278,2024,SE,FT,Data Modeler,171210,USD,171210,CA,0,CA,M
2279,2024,SE,FT,Data Engineer,205500,USD,205500,US,100,US,M
2281,2023,SE,FT,Research Scientist,247600,USD,247600,US,0,US,L
2282,2023,EN,FT,Data Scientist,16000,USD,16000,EC,100,EC,L
2284,2023,MI,FT,Machine Learning Researcher,138700,USD,138700,US,0,US,M
2286,2024,EN,FT,Machine Learning Engineer,99500,USD,99500,US,0,US,M
2287,2024,SE,FT,Data Scientist,255000,USD,255000,US,0,US,M
2288,2023,EN,FT,Analytics Engineer,34800,EUR,37573,NL,100,NL,M
2289,2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
2290,2024,SE,FT,Data Scientist,165000,USD,165000,US,100,US,M
2291,2023,MI,FT,Data Scientist,136000,USD,136000,US,0,US,M
2292,2023,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M
2293,2024,SE,FT,Data Engineer,90000,USD,90000,US,100,US,M
2294,2024,SE,FT,Data Scientist,295490,USD,295490,US,0,US,M
2295,2023,SE,FT,Data Scientist,174800,USD,174800,US,100,US,M
2296,2023,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M
2297,2023,SE,FT,Data Engineer,35000,EUR,37788,PT,0,PT,M
2299,2024,SE,FT,Research Scientist,278700,USD,278700,US,0,US,M
2301,2023,SE,FT,Machine Learning Engineer,144800,USD,144800,US,0,US,M
2302,2023,SE,FT,Machine Learning Engineer,309000,USD,309000,US,0,US,M
2304,2023,SE,FT,Data Science,71200,USD,71200,US,0,US,M
2305,2024,MI,FT,Data Scientist,176000,USD,176000,US,100,US,M
2306,2024,EN,FT,Quantitative Research Analyst,51000,USD,51000,US,0,US,M
2310,2023,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M
2311,2024,SE,FT,Data Engineer,166000,USD,166000,US,0,US,M
2313,2024,SE,FT,Research Engineer,120000,USD,120000,US,100,US,M
2314,2023,SE,FT,Data Analyst,115000,USD,115000,US,100,US,M
2315,2023,SE,FT,Data Science,59200,USD,59200,US,0,US,M
2316,2024,SE,FT,Machine Learning Engineer,189000,USD,189000,US,0,US,M
2318,2023,MI,FT,Data Developer,95000,USD,95000,US,0,US,M
2320,2023,SE,FT,Research Engineer,273000,USD,273000,US,0,US,M
2321,2024,SE,FT,Data Scientist,199000,USD,199000,US,0,US,M
2323,2023,SE,FT,Machine Learning Engineer,283200,USD,283200,US,0,US,M
2324,2022,SE,FT,Data Analyst,117000,USD,117000,US,100,US,M
2325,2024,SE,FT,Analytics Engineer,130000,USD,130000,US,0,US,M
2326,2023,SE,FT,Data Engineer,100706,USD,100706,US,0,US,M
2327,2024,SE,FT,Research Engineer,176700,USD,176700,US,0,US,M
2328,2023,SE,FT,Data Engineer,169280,USD,169280,US,100,US,M
2330,2024,EN,FT,Data Management Analyst,60000,USD,60000,US,0,US,M
2331,2024,SE,FT,Data Engineer,191857,USD,191857,US,0,US,M
2332,2023,SE,FT,Data Engineer,105700,USD,105700,US,0,US,L
2333,2023,SE,FT,Data Scientist,123900,USD,123900,US,100,US,M
2334,2023,SE,FT,Data Specialist,173100,USD,173100,US,0,US,M
2335,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2336,2024,SE,FT,Data Scientist,65000,GBP,81250,GB,100,GB,M
2337,2024,MI,FT,Data Engineer,214300,USD,214300,US,0,US,M
2338,2023,SE,FT,Data Scientist,120250,USD,120250,GB,0,GB,M
2339,2024,SE,FT,Data Engineer,221000,USD,221000,US,0,US,M
2340,2023,SE,FT,Data Engineer,187100,USD,187100,US,0,US,M
2341,2024,EN,FT,Data Analyst,112000,USD,112000,US,0,US,M
2344,2022,SE,FT,Machine Learning Engineer,193900,USD,193900,US,0,US,M
2346,2023,SE,FT,Machine Learning Engineer,199000,USD,199000,US,100,US,M
2348,2023,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
2350,2023,EX,FT,Director of Data Science,150000,GBP,184560,GB,100,GB,M
2351,2023,SE,FT,Applied Scientist,154836,USD,154836,US,100,US,M
2352,2024,SE,FT,Data Lead,135000,USD,135000,US,100,US,M
2354,2024,SE,FT,Machine Learning Engineer,166000,USD,166000,US,0,US,M
2356,2022,SE,FT,Data Engineer,138750,USD,138750,US,100,US,M
2357,2024,MI,FT,Data Strategist,100000,USD,100000,US,0,US,M
2359,2023,SE,FT,Data Scientist,113750,USD,113750,IE,0,IE,M
2360,2022,SE,FT,Data Analyst,48000,EUR,50432,ES,0,ES,M
2363,2023,SE,FT,Data Scientist,199000,USD,199000,US,0,US,M
2364,2023,EN,FT,Research Analyst,35000,GBP,43064,GB,0,GB,M
2365,2023,SE,FT,Data Engineer,116000,USD,116000,US,0,US,M
2366,2024,EN,FT,Data Analyst,181610,USD,181610,US,0,US,M
2368,2024,SE,FT,Data Analyst,173000,USD,173000,US,0,US,M
2370,2023,SE,FT,Data Architect,159500,USD,159500,US,0,US,M
2371,2024,MI,FT,Analytics Engineer,145000,USD,145000,US,100,US,M
2372,2023,MI,FT,Data Analyst,85000,USD,85000,US,0,US,M
2373,2023,SE,FT,Data Scientist,112000,USD,112000,US,100,US,M
2376,2024,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M
2377,2023,MI,FT,Data Science Manager,195000,USD,195000,US,0,US,M
2378,2023,EN,FT,Research Engineer,350000,USD,350000,US,0,US,M
2379,2022,MI,FT,Data Engineer,90000,USD,90000,US,100,US,M
2381,2023,MI,FT,AI Engineer,140000,USD,140000,US,100,US,S
2382,2023,SE,FT,Machine Learning Engineer,216000,USD,216000,US,100,US,M
2383,2023,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M
2384,2024,EX,FT,Data Engineer,209309,USD,209309,US,0,US,M
2385,2023,SE,FT,ML Engineer,287700,USD,287700,US,0,US,L
2386,2022,MI,FT,Data Engineer,80000,EUR,84053,ES,100,ES,M
2387,2023,MI,FT,Data Specialist,70000,USD,70000,US,0,US,M
2388,2023,SE,FT,Data Engineer,111000,USD,111000,US,0,US,M
2389,2024,MI,FT,Data Engineer,210000,USD,210000,US,0,US,M
2390,2024,MI,FT,Data Scientist,198800,USD,198800,US,0,US,M
2392,2023,SE,FT,Data Scientist,280000,USD,280000,US,100,US,M
2393,2022,MI,FT,Data Engineer,105120,EUR,110446,LT,0,LT,M
2394,2023,SE,FT,Data Analyst,84870,USD,84870,US,0,US,M
2395,2024,MI,FT,Data Developer,95000,USD,95000,US,0,US,M
2396,2022,MI,FT,Data Engineer,175000,USD,175000,US,100,US,M
2397,2023,SE,FT,Data Engineer,142200,USD,142200,US,0,US,M
2398,2024,SE,FT,Data Scientist,190000,USD,190000,US,100,US,M
2400,2023,SE,FT,Machine Learning Engineer,130000,USD,130000,US,0,US,M
2401,2024,MI,FT,Data Scientist,62000,USD,62000,US,0,US,M
2402,2024,SE,FT,Data Scientist,123740,USD,123740,US,0,US,M
2403,2023,SE,FT,Data Engineer,161800,USD,161800,US,100,US,M
2404,2023,SE,FT,Business Data Analyst,78000,USD,78000,US,100,US,L
2405,2023,MI,FT,ETL Engineer,70000,GBP,86128,GB,100,GB,M
2407,2023,EX,FT,Data Engineer,146000,USD,146000,US,0,US,M
2409,2024,SE,FT,Data Analyst,96600,USD,96600,US,0,US,M
2410,2023,MI,FT,Data Scientist,120000,USD,120000,US,100,US,M
2411,2024,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M
2412,2024,SE,FT,Machine Learning Engineer,85000,USD,85000,AR,100,AR,M
2413,2023,SE,FT,Data Scientist,239900,USD,239900,US,100,US,M
2416,2023,MI,FT,Business Intelligence Engineer,185000,USD,185000,US,0,US,L
2418,2023,SE,FT,Data Analyst,112655,USD,112655,US,0,US,M
2420,2023,SE,FT,Data Scientist,200000,USD,200000,US,100,US,M
2421,2023,SE,FT,Data Scientist,224800,USD,224800,US,0,US,M
2422,2023,SE,FT,Machine Learning Engineer,163800,USD,163800,US,0,US,M
2424,2022,SE,FT,Machine Learning Engineer,192000,USD,192000,US,100,US,M
2427,2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
2428,2024,EN,FT,Research Analyst,300000,USD,300000,US,100,US,M
2430,2023,SE,FT,Machine Learning Engineer,218540,USD,218540,US,0,US,M
2431,2022,MI,FT,Data Scientist,107000,GBP,131752,GB,100,GB,M
2434,2023,MI,FT,Data Analyst,167000,USD,167000,US,0,US,M
2438,2024,EN,FT,Research Analyst,80000,USD,80000,US,0,US,M
2440,2023,MI,FT,Machine Learning Engineer,175000,USD,175000,US,100,US,M
2441,2023,SE,FT,Data Engineer,95000,USD,95000,CA,100,CA,M
2443,2023,MI,FT,BI Developer,128000,USD,128000,US,0,US,M
2445,2023,SE,FT,Machine Learning Infrastructure Engineer,250000,USD,250000,US,0,US,M
2447,2024,SE,FT,Data Scientist,149200,USD,149200,US,0,US,M
2448,2024,SE,FT,Research Scientist,245400,USD,245400,US,0,US,M
2449,2023,SE,FT,Research Scientist,150000,USD,150000,US,0,US,M
2450,2023,MI,FT,Machine Learning Engineer,165000,USD,165000,US,0,US,M
2452,2024,SE,FT,Data Engineer,128656,USD,128656,US,0,US,M
2453,2023,SE,FT,Data Architect,153000,USD,153000,US,100,US,M
2454,2023,SE,FT,Data Scientist,239000,USD,239000,US,0,US,M
2455,2021,MI,FT,Data Engineer,112000,USD,112000,US,100,US,L
2456,2024,SE,FT,Data Scientist,247600,USD,247600,US,0,US,L
2457,2023,EX,FT,Data Analytics Manager,155000,USD,155000,US,0,US,M
2458,2023,SE,FT,Data Science Consultant,122000,USD,122000,US,0,US,M
2459,2020,MI,FT,Business Data Analyst,135000,USD,135000,US,100,US,L
2460,2023,SE,FT,Data Scientist,240350,USD,240350,US,100,US,M
2461,2024,SE,FT,Machine Learning Engineer,153040,USD,153040,US,0,US,M
2463,2024,SE,FT,Data Analyst,88670,USD,88670,US,0,US,M
2465,2024,SE,FT,Data Science,179000,USD,179000,US,0,US,M
2467,2023,SE,FT,Machine Learning Engineer,170045,USD,170045,US,0,US,M
2468,2023,SE,FT,Data Science,144000,USD,144000,US,0,US,M
2470,2024,MI,FT,Data Analyst,77280,USD,77280,US,0,US,M
2471,2023,SE,FT,Data Scientist,167441,USD,167441,US,100,US,M
2472,2024,SE,FT,Data Analyst,96000,USD,96000,US,0,US,M
2475,2024,MI,FT,Machine Learning Scientist,150000,USD,150000,US,0,US,M
2476,2023,EX,FT,Data Scientist,200000,USD,200000,US,0,US,M
2478,2023,SE,FT,Data Operations Engineer,289120,USD,289120,US,0,US,M
2480,2024,MI,FT,BI Developer,158000,USD,158000,US,0,US,M
2482,2023,SE,FT,Data Scientist,212750,USD,212750,US,100,US,M
2483,2023,SE,FT,Data Science Manager,138750,USD,138750,US,100,US,M
2484,2023,MI,FT,Data Analyst,60000,USD,60000,US,0,US,M
2485,2023,SE,FT,Data Engineer,162000,USD,162000,US,100,US,M
2486,2024,SE,FT,Research Engineer,237650,USD,237650,US,0,US,M
2487,2023,MI,FT,Data Analyst,65000,GBP,79976,GB,100,GB,M
2488,2023,EN,FT,Data Engineer,220000,USD,220000,US,0,US,M
2489,2024,MI,FT,Data Scientist,127500,USD,127500,US,100,US,M
2491,2023,SE,FT,Computer Vision Engineer,170000,USD,170000,US,0,US,M
2492,2022,MI,FT,Data Analyst,52500,USD,52500,US,0,US,M
2493,2023,SE,FT,Data Scientist,173200,USD,173200,US,0,US,M
2494,2023,SE,FT,Analytics Engineer,144000,USD,144000,CA,100,CA,M
2495,2022,SE,FT,Data Scientist,136620,USD,136620,US,100,US,M
2497,2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M
2498,2023,SE,FT,Data Analyst,62000,USD,62000,US,0,US,M
2499,2024,EX,FT,Data Engineer,136000,USD,136000,US,100,US,M
2501,2024,SE,FT,Data Analyst,117725,USD,117725,US,100,US,M
2502,2022,SE,FT,Data Engineer,105000,USD,105000,US,100,US,M
2503,2022,MI,FT,Data Scientist,78000,USD,78000,US,100,US,M
2507,2024,SE,FT,Data Scientist,64000,GBP,80000,US,0,US,M
2508,2024,SE,FT,Data Engineer,204300,USD,204300,US,0,US,M
2509,2023,MI,FT,Data Engineer,202400,USD,202400,US,0,US,M
2511,2020,SE,FT,Staff Data Scientist,164000,USD,164000,US,50,US,M
2513,2024,MI,FT,Data Analytics Manager,88000,USD,88000,US,0,US,M
2514,2024,EX,FT,Machine Learning Engineer,233500,USD,233500,US,0,US,M
2515,2024,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M
2516,2023,MI,FT,Data Engineer,151410,USD,151410,US,0,US,M
2518,2023,SE,FT,Data Analyst,1300000,INR,15809,IN,100,IN,S
2521,2022,SE,FT,Data Engineer,275000,USD,275000,US,100,US,M
2522,2023,SE,FT,Business Intelligence Developer,140000,USD,140000,CA,100,CA,M
2524,2024,MI,FT,Data Strategist,65000,USD,65000,US,0,US,M
2527,2023,SE,FT,Data Engineer,160000,USD,160000,CA,100,CA,M
2529,2022,SE,FT,Data Scientist,88100,USD,88100,US,0,US,M
2530,2023,SE,FT,Data Engineer,96000,USD,96000,US,100,US,M
2531,2023,SE,FT,Research Scientist,225000,USD,225000,US,0,US,M
2533,2023,SE,FT,Research Engineer,225000,USD,225000,US,0,US,M
2535,2024,EN,FT,Data Reporting Analyst,90300,USD,90300,US,0,US,M
2536,2023,MI,FT,Data Manager,109000,USD,109000,US,0,US,M
2539,2023,SE,FT,Data Analyst,128500,USD,128500,US,0,US,M
2541,2022,SE,FT,Data Engineer,177600,USD,177600,US,100,US,L
2542,2024,MI,FT,Business Intelligence Engineer,65800,USD,65800,US,0,US,L
2543,2021,MI,FT,Data Analyst,75000,USD,75000,US,0,US,L
2546,2022,EN,FT,Machine Learning Research Engineer,63000,EUR,66192,DE,50,DE,L
2548,2024,SE,FT,Data Engineer,38000,GBP,47500,GB,100,GB,M
2549,2021,MI,FT,Data Engineer,48000,GBP,66022,HK,50,GB,S
2550,2023,MI,FT,Data Engineer,45000,EUR,48585,SI,100,SI,M
2556,2023,SE,FT,Data Scientist,168400,USD,168400,US,0,US,M
2557,2024,SE,FT,Business Intelligence Engineer,156476,USD,156476,US,100,US,M
2558,2024,MI,FT,Data Analyst,61800,USD,61800,US,100,US,M
2559,2024,MI,FT,Data Scientist,161875,USD,161875,US,0,US,M
2560,2024,MI,FT,Data Engineer,121800,USD,121800,US,0,US,M
2561,2023,EX,FT,Head of Data,269600,USD,269600,US,100,US,M
2562,2021,EN,FT,Applied Data Scientist,80000,GBP,110037,GB,0,GB,L
2563,2024,SE,FT,Machine Learning Engineer,315000,USD,315000,US,100,US,M
2564,2023,MI,FT,Data Scientist,142200,USD,142200,US,0,US,M
2565,2023,SE,FT,Machine Learning Engineer,266500,USD,266500,US,0,US,M
2566,2024,EN,FT,Data Engineer,45600,EUR,50666,LT,0,LT,M
2568,2023,SE,FT,Data Engineer,203100,USD,203100,US,0,US,M
2570,2022,MI,FT,Data Scientist,54000,USD,54000,BR,100,BR,M
2572,2024,MI,FT,Data Engineer,121000,USD,121000,US,0,US,M
2576,2023,MI,FT,Data Scientist,116000,USD,116000,US,0,US,M
2577,2023,SE,FT,Analytics Engineer,110000,USD,110000,CA,0,CA,M
2578,2023,SE,FT,Applied Scientist,138600,USD,138600,US,0,US,M
2579,2022,SE,FT,Data Scientist,198440,USD,198440,US,100,US,M
2580,2022,SE,FT,Lead Machine Learning Engineer,66000,EUR,69344,PT,100,PT,L
2581,2023,MI,FT,Data Analyst,58500,USD,58500,US,0,US,M
2582,2023,EN,FT,Data Scientist,150000,USD,150000,US,0,US,M
2584,2024,SE,FT,Data Scientist,92300,USD,92300,US,0,US,M
2585,2024,SE,FT,Research Scientist,85469,USD,85469,US,100,US,M
2586,2024,MI,FT,Data Engineer,85000,GBP,106250,GB,0,GB,M
2588,2024,EX,FT,Data Engineer,163500,USD,163500,US,0,US,M
2589,2022,SE,FT,Data Engineer,35000,GBP,43096,GB,100,GB,M
2591,2022,MI,FT,Analytics Engineer,100000,USD,100000,US,100,US,M
2592,2024,MI,FT,Data Scientist,112000,USD,112000,US,0,US,M
2594,2023,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M
2595,2023,MI,FT,Director of Data Science,192000,USD,192000,US,0,US,M
2597,2024,EN,FT,Data Analyst,74300,USD,74300,US,0,US,M
2599,2023,MI,FT,Machine Learning Engineer,287500,USD,287500,AU,0,AU,M
2600,2024,SE,FT,Data Scientist,112000,USD,112000,US,0,US,M
2601,2024,SE,FT,Data Engineer,207300,USD,207300,US,0,US,M
2602,2023,SE,FT,Research Engineer,157000,USD,157000,US,0,US,M
2603,2023,MI,FT,Machine Learning Engineer,175000,USD,175000,US,0,US,M
2604,2023,MI,FT,Data Scientist,115000,USD,115000,US,100,US,M
2605,2024,EN,FT,Data Analyst,50490,EUR,56100,NL,0,NL,M
2606,2024,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M
2607,2023,SE,FT,Data Science Engineer,160000,USD,160000,US,100,US,M
2609,2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
2610,2023,SE,FT,Data Scientist,197000,USD,197000,CA,0,CA,M
2612,2021,MI,FT,AI Scientist,30000,USD,30000,GH,0,GH,S
2613,2023,SE,FT,Data Scientist,310270,USD,310270,US,0,US,M
2614,2024,SE,FT,Analytics Engineer,150000,USD,150000,US,0,US,M
2615,2024,SE,FT,Data Science,243000,USD,243000,US,0,US,M
2616,2023,EN,FT,Data Analyst,150000,USD,150000,US,0,US,M
2617,2022,MI,FT,Data Scientist,75000,GBP,92350,GB,0,GB,M
2618,2023,SE,FT,ML Engineer,238000,USD,238000,US,100,US,M
2619,2024,SE,FT,Machine Learning Engineer,235000,USD,235000,US,0,US,M
2620,2024,SE,FT,Lead Machine Learning Engineer,70000,EUR,77777,FI,50,FI,L
2622,2023,SE,FT,Data Engineer,291500,USD,291500,US,0,US,M
2623,2024,SE,FT,ML Engineer,110000,GBP,137500,GB,0,GB,S
2624,2023,MI,FT,Data Analyst,206000,USD,206000,US,0,US,M
2626,2022,MI,FT,Data Scientist,55000,GBP,67723,GB,0,GB,M
2629,2024,SE,FT,Machine Learning Engineer,129000,USD,129000,US,0,US,M
2630,2023,SE,FT,Data Lead,225000,USD,225000,US,0,US,M
2632,2022,SE,FT,Data Analyst,113000,USD,113000,US,100,US,M
2634,2024,EX,FT,Data Science,220000,USD,220000,US,100,US,M
2636,2024,SE,FT,Machine Learning Engineer,170000,USD,170000,US,100,US,M
2637,2023,SE,FT,Data Scientist,205000,USD,205000,US,100,US,M
2639,2024,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M
2640,2023,SE,FT,Data Analyst,157500,USD,157500,US,100,US,M
2642,2023,SE,FT,Data Engineer,126900,USD,126900,US,0,US,M
2644,2024,EN,FT,Research Analyst,219000,USD,219000,US,0,US,M
2647,2023,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M
2648,2022,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M
2651,2023,SE,FT,Machine Learning Engineer,331640,USD,331640,US,0,US,M
2652,2023,SE,FT,Research Scientist,175000,USD,175000,US,0,US,M
2653,2023,SE,FT,Data Science Manager,245100,USD,245100,US,0,US,M
2655,2021,SE,FT,Staff Machine Learning Engineer,185000,USD,185000,US,50,US,M
2657,2024,EN,FT,Data Analyst,63000,USD,63000,US,0,US,M
2658,2024,MI,FT,Data Science,106500,USD,106500,US,0,US,M
2659,2023,SE,FT,Data Scientist,238000,USD,238000,CA,100,CA,M
2660,2024,MI,FT,Data Analyst,195600,USD,195600,US,100,US,M
2662,2024,SE,FT,Data Lead,140000,USD,140000,US,0,US,M
2664,2023,EN,FT,Research Analyst,43500,USD,43500,US,100,US,M
2665,2024,MI,FT,Data Integration Engineer,110000,USD,110000,US,0,US,M
2666,2022,SE,FT,Data Analyst,127000,USD,127000,US,100,US,M
2667,2023,MI,FT,Data Scientist,100000,GBP,123040,GB,0,GB,M
2668,2024,SE,FT,Data Engineer,60000,EUR,66666,PL,100,PL,M
2669,2023,SE,FT,Data Scientist,228000,USD,228000,US,0,US,M
2670,2023,MI,FT,Data Analyst,72400,USD,72400,GB,0,GB,M
2672,2022,SE,FT,Data Engineer,195700,USD,195700,US,0,US,M
2673,2024,EN,FT,Machine Learning Engineer,125000,USD,125000,US,0,US,M
2675,2023,SE,FT,Research Scientist,303050,USD,303050,US,0,US,M
2676,2024,EX,FT,Head of Machine Learning,245000,USD,245000,US,0,US,M
2677,2023,SE,FT,Data Engineer,213600,USD,213600,US,0,US,M
2678,2022,MI,FT,Data Analyst,80000,USD,80000,US,0,US,M
2679,2024,SE,FT,Research Scientist,500000,USD,500000,US,100,US,M
2680,2024,MI,FT,Data Scientist,54552,USD,54552,US,0,US,M
2681,2023,SE,FT,Data Quality Analyst,100000,USD,100000,US,0,US,M
2683,2022,MI,FT,Machine Learning Engineer,130000,USD,130000,US,0,US,M
2685,2022,SE,FT,Machine Learning Engineer,65000,USD,65000,AE,100,AE,S
2686,2024,MI,FT,Data Engineer,80420,USD,80420,US,0,US,M
2690,2022,SE,FT,Machine Learning Engineer,210000,USD,210000,US,100,US,M
2691,2023,MI,FT,Machine Learning Scientist,200000,USD,200000,US,0,US,S
2693,2023,SE,FT,Data Analyst,121600,USD,121600,US,100,US,M
2694,2024,MI,FT,Data Engineer,150000,USD,150000,US,100,US,M
2695,2023,SE,FT,Data Science Manager,231250,USD,231250,US,100,US,M
2697,2022,SE,FT,Data Engineer,140250,USD,140250,US,100,US,M
2698,2023,SE,FT,Data Scientist,172758,USD,172758,US,100,US,M
2699,2024,MI,FT,Data Scientist,90500,USD,90500,US,100,US,M
2700,2024,SE,FT,Data Scientist,105000,USD,105000,US,100,US,M
2701,2023,SE,FT,Data Analyst,127075,USD,127075,US,100,US,M
2702,2023,SE,FT,Data Analyst,50000,GBP,61520,GB,0,GB,M
2703,2023,SE,FT,Research Scientist,323300,USD,323300,US,0,US,M
2704,2022,SE,FT,Data Scientist,205000,USD,205000,US,0,US,M
2705,2023,MI,FT,Business Intelligence Engineer,185000,USD,185000,US,0,US,M
2706,2023,SE,FT,Analytics Engineer,167000,USD,167000,US,0,US,M
2707,2023,SE,FT,Data Science,207900,USD,207900,US,0,US,M
2709,2023,SE,FT,Machine Learning Engineer,221000,USD,221000,US,0,US,M
2710,2023,EN,FT,Data Analyst,26800,GBP,32974,GB,0,GB,M
2712,2023,MI,FT,Machine Learning Scientist,230000,USD,230000,US,0,US,M
2713,2023,EN,FT,Data Analyst,115000,USD,115000,US,0,US,M
2714,2024,MI,FT,Data Integration Specialist,75000,GBP,93750,GB,100,GB,M
2717,2023,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M
2719,2023,SE,FT,Data Scientist,196000,USD,196000,US,0,US,M
2723,2023,SE,FT,Data Infrastructure Engineer,145000,USD,145000,US,0,US,M
2724,2023,MI,FT,AI Scientist,121000,AUD,81838,AU,100,AU,L
2725,2023,SE,FT,Data Architect,180000,USD,180000,US,0,US,M
2726,2023,MI,FT,Data Analyst,95400,USD,95400,US,100,US,M
2727,2023,MI,FT,Data Analyst,120000,USD,120000,US,100,US,M
2729,2023,SE,FT,Data Analyst,192300,USD,192300,US,100,US,M
2730,2024,EN,FT,Research Analyst,115000,USD,115000,US,100,US,M
2731,2021,SE,FT,Data Science Manager,152000,USD,152000,US,100,FR,L
2732,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M
2734,2023,MI,FT,Data Scientist,107682,USD,107682,US,0,US,M
2735,2023,SE,FT,Machine Learning Engineer,186000,USD,186000,US,0,US,M
2736,2024,SE,FT,Data Architect,110000,USD,110000,US,0,US,M
2737,2023,MI,FT,Data Engineer,103000,USD,103000,US,0,US,M
2738,2023,MI,FT,Machine Learning Engineer,73100,USD,73100,US,0,US,M
2739,2023,MI,FT,Research Engineer,100000,USD,100000,US,100,US,M
2740,2024,MI,FT,Research Engineer,128000,USD,128000,US,0,US,M
2742,2023,EX,FT,Data Engineer,94000,USD,94000,US,0,US,M
2743,2024,SE,FT,Data Engineer,100000,GBP,125000,GB,0,GB,M
2744,2024,SE,FT,Business Intelligence Analyst,148300,USD,148300,US,0,US,M
2746,2024,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M
2747,2024,SE,FT,AI Engineer,287500,USD,287500,US,0,US,M
2749,2023,MI,FT,Data Analyst,50000,USD,50000,US,100,US,M
2752,2023,SE,FT,ML Engineer,275000,USD,275000,DE,0,DE,M
2753,2023,SE,FT,Research Scientist,90700,USD,90700,US,0,US,M
2754,2023,MI,FT,Data Analyst,31200,EUR,33686,EE,0,EE,M
2756,2024,SE,FT,Data Scientist,81410,USD,81410,CA,0,CA,M
2757,2023,EN,FT,Data DevOps Engineer,44382,EUR,47918,NL,50,NL,L
2758,2024,SE,FT,Research Scientist,123765,USD,123765,US,100,US,M
2759,2024,MI,FT,Data Scientist,116259,USD,116259,AU,0,AU,M
2760,2024,MI,FT,Machine Learning Engineer,260100,USD,260100,US,100,US,M
